HEADER[~&~	~&~CA_ICR_ACCT_GNRTD_ID::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~ICR_FIN_COA_CD::VARCHAR~&~	~&~ICR_FIN_ACCT_NBR::VARCHAR~&~	~&~ACLN_PCT::VARCHAR~&~	~&~DOBJ_MAINT_CD_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'10049'~&~	~&~'AF204E1BF2109BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024406'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10050'~&~	~&~'AF204E1BF2119BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024407'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10051'~&~	~&~'AF204E1BF2129BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024408'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10052'~&~	~&~'AF204E1BF2139BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024409'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10053'~&~	~&~'AF204E1BF2149BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024601'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10054'~&~	~&~'AF204E1BF2159BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024602'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10055'~&~	~&~'AF204E1BF2169BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024603'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10056'~&~	~&~'AF204E1BF2179BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024604'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10057'~&~	~&~'AF204E1BF2189BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024605'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10058'~&~	~&~'AF204E1BF2199BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024606'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10059'~&~	~&~'AF204E1BF21A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024607'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10060'~&~	~&~'AF204E1BF21B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024608'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10061'~&~	~&~'AF204E1BF21C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024609'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10062'~&~	~&~'AF204E1BF21D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024610'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10063'~&~	~&~'AF204E1BF21E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024611'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10064'~&~	~&~'AF204E1BF21F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024612'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10065'~&~	~&~'AF204E1BF2209BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024613'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10066'~&~	~&~'AF204E1BF2219BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024614'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10067'~&~	~&~'AF204E1BF2229BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024615'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10068'~&~	~&~'AF204E1BF2239BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024616'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10069'~&~	~&~'AF204E1BF2249BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024617'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10070'~&~	~&~'AF204E1BF2259BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024618'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10071'~&~	~&~'AF204E1BF2269BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024619'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10072'~&~	~&~'AF204E1BF2279BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024620'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10073'~&~	~&~'AF204E1BF2289BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024621'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10074'~&~	~&~'AF204E1BF2299BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024622'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10075'~&~	~&~'AF204E1BF22A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024623'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10076'~&~	~&~'AF204E1BF22B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024624'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10077'~&~	~&~'AF204E1BF22C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024625'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10078'~&~	~&~'AF204E1BF22D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024626'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10079'~&~	~&~'AF204E1BF22E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024627'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10080'~&~	~&~'AF204E1BF22F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024628'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10081'~&~	~&~'AF204E1BF2309BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024629'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10082'~&~	~&~'AF204E1BF2319BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024630'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10083'~&~	~&~'AF204E1BF2329BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024631'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10084'~&~	~&~'AF204E1BF2339BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024632'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10085'~&~	~&~'AF204E1BF2349BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024633'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10086'~&~	~&~'AF204E1BF2359BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024701'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10087'~&~	~&~'AF204E1BF2369BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024702'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10088'~&~	~&~'AF204E1BF2379BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024703'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10089'~&~	~&~'AF204E1BF2389BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024704'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10090'~&~	~&~'AF204E1BF2399BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024705'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10091'~&~	~&~'AF204E1BF23A9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024706'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10092'~&~	~&~'AF204E1BF23B9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024707'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10093'~&~	~&~'AF204E1BF23C9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024708'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10094'~&~	~&~'AF204E1BF23D9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024709'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10095'~&~	~&~'AF204E1BF23E9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4024710'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10096'~&~	~&~'AF204E1BF23F9BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4031412'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10097'~&~	~&~'AF204E1BF2409BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4031413'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10098'~&~	~&~'AF204E1BF2419BC4E040007F0100096E'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'4031414'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~'100'~&~	~&~'Y'~&~	~&~]RECORD
