HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACCOUNT_NM::VARCHAR~&~	~&~ACCT_FSC_OFC_UID::VARCHAR~&~	~&~ACCT_SPVSR_UNVL_ID::VARCHAR~&~	~&~ACCT_MGR_UNVL_ID::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~ACCT_TYP_CD::VARCHAR~&~	~&~ACCT_PHYS_CMP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCT_FRNG_BNFT_CD::VARCHAR~&~	~&~FIN_HGH_ED_FUNC_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_DT::TIMESTAMP~&~	~&~ACCT_CITY_NM::VARCHAR~&~	~&~ACCT_STATE_CD::VARCHAR~&~	~&~ACCT_STREET_ADDR::VARCHAR~&~	~&~ACCT_ZIP_CD::VARCHAR~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ACCT_NBR::VARCHAR~&~	~&~ACCT_CREATE_DT::TIMESTAMP~&~	~&~ACCT_EFFECT_DT::TIMESTAMP~&~	~&~ACCT_EXPIRATION_DT::TIMESTAMP~&~	~&~CONT_FIN_COA_CD::VARCHAR~&~	~&~CONT_ACCOUNT_NBR::VARCHAR~&~	~&~ENDOW_FIN_COA_CD::VARCHAR~&~	~&~ENDOW_ACCOUNT_NBR::VARCHAR~&~	~&~CONTR_CTRL_FCOA_CD::VARCHAR~&~	~&~CONTR_CTRLACCT_NBR::VARCHAR~&~	~&~INCOME_FIN_COA_CD::VARCHAR~&~	~&~INCOME_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_ICR_TYP_CD::VARCHAR~&~	~&~AC_CSTM_ICREXCL_CD::VARCHAR~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~ICR_FIN_COA_CD::VARCHAR~&~	~&~ICR_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_IN_FP_CD::VARCHAR~&~	~&~BDGT_REC_LVL_CD::VARCHAR~&~	~&~ACCT_SF_CD::VARCHAR~&~	~&~ACCT_PND_SF_CD::VARCHAR~&~	~&~FIN_EXT_ENC_SF_CD::VARCHAR~&~	~&~FIN_INT_ENC_SF_CD::VARCHAR~&~	~&~FIN_PRE_ENC_SF_CD::VARCHAR~&~	~&~FIN_OBJ_PRSCTRL_CD::VARCHAR~&~	~&~CG_CFDA_NBR::VARCHAR~&~	~&~ACCT_OFF_CMP_IND::VARCHAR~&~	~&~ACCT_CLOSED_IND::VARCHAR~&~	~&~CG_ACCT_RESP_ID::DECIMAL~&~	~&~LBR_BEN_RT_CAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'BL'~&~	~&~'4424708'~&~	~&~'451F07780E96B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'PEW TRUST - ELLINGTON'~&~	~&~'2131301484'~&~	~&~'6276904397'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDN'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 115'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199408031333380000'~&~	~&~'199407010000000000'~&~	~&~'199710310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424708'~&~	~&~'11'~&~	~&~NULL~&~	~&~'014'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'9'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424709'~&~	~&~'451F07780E97B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'JUV DIABETES FNDTN-DALEKE'~&~	~&~'2131807142'~&~	~&~'4750006100'~&~	~&~'1781003865'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDM'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 115'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199409130847380000'~&~	~&~'199409010000000000'~&~	~&~'199508310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1024700'~&~	~&~'BL'~&~	~&~'4424709'~&~	~&~'15'~&~	~&~'N'~&~	~&~'018'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'9'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424710'~&~	~&~'451F07780E98B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'RESEARCH CORP FDN - ELLINGTON'~&~	~&~'2132009456'~&~	~&~'6276904397'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDN'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY C125'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199505101010080000'~&~	~&~'199504260000000000'~&~	~&~'199711300000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424710'~&~	~&~'10'~&~	~&~'N'~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424711'~&~	~&~'451F07780E99B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'SLOAN FOUNDATION MULTIFRAGMENT DECAY CHA'~&~	~&~'2930203477'~&~	~&~'6276904397'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDF'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 115'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199510041319510000'~&~	~&~'199509160000000000'~&~	~&~'199709150000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424711'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'C'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'2'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424712'~&~	~&~'451F07780E9AB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'DREYFUS FDN - ALLERHAND'~&~	~&~'2133704704'~&~	~&~'6276904397'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDF'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199602091450140000'~&~	~&~'199602010000000000'~&~	~&~'199701310000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424712'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'1'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424713'~&~	~&~'451F07780E9BB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'BECKMAN FNDN - S. NIE'~&~	~&~'2133809387'~&~	~&~'4744906489'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDN'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199606031640560000'~&~	~&~'199607010000000000'~&~	~&~'199906300000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424713'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424714'~&~	~&~'451F07780E9CB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'RESEARCH CORP FDN - HOLLINGSWORTH'~&~	~&~'2140605565'~&~	~&~'6276904397'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDC'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY C111'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199605020904420000'~&~	~&~'199604230000000000'~&~	~&~'199704220000000000'~&~	~&~'BL'~&~	~&~'5431400'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424714'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'C'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424715'~&~	~&~'451F07780E9DB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'DREYFUS FDN - A. ELLINGTON'~&~	~&~'2141500632'~&~	~&~'1224705693'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDF'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199606111029010000'~&~	~&~'199605010000000000'~&~	~&~'200104300000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424715'~&~	~&~'11'~&~	~&~NULL~&~	~&~'016'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'3'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424716'~&~	~&~'451F07780E9EB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'RESEARCH CORP FDN - ZALESKI'~&~	~&~'2142103403'~&~	~&~'1224705693'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDN'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199712051524000000'~&~	~&~'199711210000000000'~&~	~&~'200205310000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424716'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'8'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424717'~&~	~&~'451F07780E9FB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'H.W. WHITNEY FDN - J. ZALESKI'~&~	~&~'2145806028'~&~	~&~'6276904397'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDN'~&~	~&~'Y'~&~	~&~'S&F'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199801301037540000'~&~	~&~'199806010000000000'~&~	~&~'200105310000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424717'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'1'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424718'~&~	~&~'451F07780EA0B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'CAMILLE & HENRY DREYFUS FNDTN-ALLERHAND'~&~	~&~'2146503153'~&~	~&~'1224705693'~&~	~&~'5691404828'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDK'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199802181617530000'~&~	~&~'199803010000000000'~&~	~&~'200102280000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424718'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'9'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424719'~&~	~&~'451F07780EA1B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'SLOAN FDN BR-3744 CLEMMER'~&~	~&~'2599004561'~&~	~&~'6054406226'~&~	~&~'3736906932'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDN'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199805181112460000'~&~	~&~'199809160000000000'~&~	~&~'200209150000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424719'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'L'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'9'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424720'~&~	~&~'451F07780EA2B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'C&H DREYFUS FDN-D.CLEMMER'~&~	~&~'2599004561'~&~	~&~'6054406226'~&~	~&~'1781003865'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDG'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199905111017010000'~&~	~&~'199904290000000000'~&~	~&~'200404280000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424720'~&~	~&~'11'~&~	~&~NULL~&~	~&~'148'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'NF'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'10'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424721'~&~	~&~'451F07780EA3B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'C&H DREYFUS FDN-J. CRANDALL'~&~	~&~'2151305938'~&~	~&~'6207703270'~&~	~&~'4649606358'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDG'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEM 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'199912061623120000'~&~	~&~'200001010000000000'~&~	~&~'200208310000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424721'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'5'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424722'~&~	~&~'451F07780EA4B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'DREYFUS FDN--A. ALLERHAND'~&~	~&~'2151607301'~&~	~&~'1224705693'~&~	~&~'4655304196'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDN'~&~	~&~'Y'~&~	~&~'IN'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200002081727280000'~&~	~&~'200001270000000000'~&~	~&~'200203080000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424722'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~'9'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424723'~&~	~&~'451F07780EA5B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'ARNOLD & MABEL BECKMAN FDN. - D BURKE'~&~	~&~'2599004561'~&~	~&~'6276904397'~&~	~&~'3738303291'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDG'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200006011548320000'~&~	~&~'200009010000000000'~&~	~&~'200309010000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424723'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'NF'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'9'~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424724'~&~	~&~'451F07780FAEB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'ROCHEFELLER BROTHERS FUND -E JABRI'~&~	~&~'2492206714'~&~	~&~'1224705693'~&~	~&~'4870000452'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDF'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200011221013390000'~&~	~&~'200011070000000000'~&~	~&~'200110310000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424724'~&~	~&~'21'~&~	~&~NULL~&~	~&~'014'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424725'~&~	~&~'451F07780FB4B1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'C&H DREYFUS FDN; P.A. EVANS'~&~	~&~'2599004561'~&~	~&~'6054406226'~&~	~&~'3792801722'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDN'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405-4001'~&~	~&~NULL~&~	~&~NULL~&~	~&~'200102221031010000'~&~	~&~'200101010000000000'~&~	~&~'200304040000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424725'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'4424726'~&~	~&~'451F07780FDBB1C6E043814FD881B1C6'~&~	~&~'2'~&~	~&~'RESEARCH CORP CS0892 A.FEIG'~&~	~&~'2599004561'~&~	~&~'4277405545'~&~	~&~'1781003865'~&~	~&~'CHEM'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'FOUNDG'~&~	~&~'N'~&~	~&~'IPR'~&~	~&~'R'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'CHEMISTRY 111'~&~	~&~'47405'~&~	~&~'BL'~&~	~&~'2224730'~&~	~&~'200206041449320000'~&~	~&~'200205150000000000'~&~	~&~'200705140000000000'~&~	~&~'BL'~&~	~&~'2324789'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'4424726'~&~	~&~'10'~&~	~&~NULL~&~	~&~'000'~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'--'~&~	~&~]RECORD
