HEADER[~&~	~&~CUST_ID::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~UNT_CD::VARCHAR~&~	~&~SBUNT_CD::VARCHAR~&~	~&~CUST_DESC::VARCHAR~&~	~&~CUST_ACTV_IND::VARCHAR~&~	~&~CUST_PRCS_EMAIL_ADDR::VARCHAR~&~	~&~PMT_THRSHLD_AMT::DECIMAL~&~	~&~CUST_PMT_THRSHLD_EMAIL_ADDR::VARCHAR~&~	~&~FL_THRSHLD_AMT::DECIMAL~&~	~&~CUST_FILE_THRSHLD_EMAIL_ADDR::VARCHAR~&~	~&~DFLT_COA_CD::VARCHAR~&~	~&~DFLT_ACCT_NBR::VARCHAR~&~	~&~DFLT_SUB_ACCT_NBR::VARCHAR~&~	~&~DFLT_OBJ_CD::VARCHAR~&~	~&~DFLT_SUB_OBJ_CD::VARCHAR~&~	~&~ADV_CRTE_IND::VARCHAR~&~	~&~ACH_PMT_DESC::VARCHAR~&~	~&~ACH_TRANS_TYP::VARCHAR~&~	~&~CUST_CNTC_FULL_NM::VARCHAR~&~	~&~CUST_LN1_ADDR::VARCHAR~&~	~&~CUST_LN2_ADDR::VARCHAR~&~	~&~CUST_LN3_ADDR::VARCHAR~&~	~&~CUST_LN4_ADDR::VARCHAR~&~	~&~CUST_CTY_NM::VARCHAR~&~	~&~CUST_ST_CD::VARCHAR~&~	~&~CUST_ZIP_CD::VARCHAR~&~	~&~CUST_CNTRY_CD::VARCHAR~&~	~&~CHK_HDR_NTE_LN1_TXT::VARCHAR~&~	~&~CHK_HDR_NTE_LN2_TXT::VARCHAR~&~	~&~CHK_HDR_NTE_LN3_TXT::VARCHAR~&~	~&~CHK_HDR_NTE_LN4_TXT::VARCHAR~&~	~&~ADDL_CHK_NTE_LN1_TXT::VARCHAR~&~	~&~ADDL_CHK_NTE_LN2_TXT::VARCHAR~&~	~&~ADDL_CHK_NTE_LN3_TXT::VARCHAR~&~	~&~ADDL_CHK_NTE_LN4_TXT::VARCHAR~&~	~&~ADV_HDR_TXT::VARCHAR~&~	~&~ADV_SUBJ_LN_TXT::VARCHAR~&~	~&~ADV_RTRN_EMAIL_ADDR::VARCHAR~&~	~&~DFLT_PHYS_CMP_PROC_CD::VARCHAR~&~	~&~CUST_NRA_RVW_IND::VARCHAR~&~	~&~ACCTG_EDIT_REQ_IND::VARCHAR~&~	~&~CUST_EMP_CHK_IND::VARCHAR~&~	~&~CUST_OWNR_CD_REQ_IND::VARCHAR~&~	~&~CUST_PAYEE_ID_REQ_IND::VARCHAR~&~	~&~FIN_OBJECT_CD_LBLTY_RLF_CD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'10000026'~&~	~&~'3E429B9BA5BD909CE043814FD881909C'~&~	~&~'3'~&~	~&~'EA'~&~	~&~'KUAL'~&~	~&~'PRAP'~&~	~&~'Purchasing/Accounts Payable'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'PRAP'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10000027'~&~	~&~'3E42871BBD1880D6E043814FD88180D6'~&~	~&~'4'~&~	~&~'IN'~&~	~&~'KUAL'~&~	~&~'PRAP'~&~	~&~'Purchasing/Accounts Payable'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'PRAP'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'IN'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10000028'~&~	~&~'3E42871BBD1B80D6E043814FD88180D6'~&~	~&~'4'~&~	~&~'KO'~&~	~&~'KUAL'~&~	~&~'PRAP'~&~	~&~'Purchasing/Accounts Payable'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'PRAP'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10000029'~&~	~&~'3E429B9BA5C0909CE043814FD881909C'~&~	~&~'5'~&~	~&~'NW'~&~	~&~'KUAL'~&~	~&~'PRAP'~&~	~&~'Purchasing/Accounts Payable'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'PRAP'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10000030'~&~	~&~'3E429B9BA5C3909CE043814FD881909C'~&~	~&~'5'~&~	~&~'SB'~&~	~&~'KUAL'~&~	~&~'PRAP'~&~	~&~'Purchasing/Accounts Payable'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'PRAP'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10000031'~&~	~&~'3E429B9BA5C6909CE043814FD881909C'~&~	~&~'3'~&~	~&~'SE'~&~	~&~'KUAL'~&~	~&~'PRAP'~&~	~&~'Purchasing/Accounts Payable'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'PRAP'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10000032'~&~	~&~'3E429B9BA5C9909CE043814FD881909C'~&~	~&~'4'~&~	~&~'UA'~&~	~&~'KUAL'~&~	~&~'PRAP'~&~	~&~'Purchasing/Accounts Payable'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'PRAP'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'10000033'~&~	~&~'KFS-TEM-CUST_PRFL-0001'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'KUAL'~&~	~&~'TEM'~&~	~&~'Travel Advances and Reimbursements'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'TEM'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'10000034'~&~	~&~'KFS-TEM-CUST_PRFL-0002'~&~	~&~'1'~&~	~&~'EA'~&~	~&~'KUAL'~&~	~&~'TEM'~&~	~&~'Travel Advances and Reimbursements'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'TEM'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'10000035'~&~	~&~'KFS-TEM-CUST_PRFL-0003'~&~	~&~'1'~&~	~&~'IN'~&~	~&~'KUAL'~&~	~&~'TEM'~&~	~&~'Travel Advances and Reimbursements'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'TEM'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'IN'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'10000036'~&~	~&~'KFS-TEM-CUST_PRFL-0004'~&~	~&~'1'~&~	~&~'KO'~&~	~&~'KUAL'~&~	~&~'TEM'~&~	~&~'Travel Advances and Reimbursements'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'TEM'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'10000037'~&~	~&~'KFS-TEM-CUST_PRFL-0005'~&~	~&~'1'~&~	~&~'NW'~&~	~&~'KUAL'~&~	~&~'TEM'~&~	~&~'Travel Advances and Reimbursements'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'TEM'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'10000038'~&~	~&~'KFS-TEM-CUST_PRFL-0006'~&~	~&~'1'~&~	~&~'SB'~&~	~&~'KUAL'~&~	~&~'TEM'~&~	~&~'Travel Advances and Reimbursements'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'TEM'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'10000039'~&~	~&~'KFS-TEM-CUST_PRFL-0007'~&~	~&~'1'~&~	~&~'SE'~&~	~&~'KUAL'~&~	~&~'TEM'~&~	~&~'Travel Advances and Reimbursements'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'TEM'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'10000040'~&~	~&~'KFS-TEM-CUST_PRFL-0008'~&~	~&~'1'~&~	~&~'UA'~&~	~&~'KUAL'~&~	~&~'TEM'~&~	~&~'Travel Advances and Reimbursements'~&~	~&~'Y'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'100000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'1000000.00'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'1031400'~&~	~&~'-----'~&~	~&~'5000'~&~	~&~'---'~&~	~&~'Y'~&~	~&~'TEST'~&~	~&~'TEM'~&~	~&~'Keisha Huntley'~&~	~&~'500 Kuali Place'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Bloomington'~&~	~&~'IN'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'TEST'~&~	~&~'TEST'~&~	~&~'kbatch-l@indiana.edu'~&~	~&~'BL'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'Y'~&~	~&~'N'~&~	~&~]RECORD
