HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACCOUNT_NM::VARCHAR~&~	~&~ACCT_FSC_OFC_UID::VARCHAR~&~	~&~ACCT_SPVSR_UNVL_ID::VARCHAR~&~	~&~ACCT_MGR_UNVL_ID::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~ACCT_TYP_CD::VARCHAR~&~	~&~ACCT_PHYS_CMP_CD::VARCHAR~&~	~&~SUB_FUND_GRP_CD::VARCHAR~&~	~&~ACCT_FRNG_BNFT_CD::VARCHAR~&~	~&~FIN_HGH_ED_FUNC_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_CD::VARCHAR~&~	~&~ACCT_RSTRC_STAT_DT::TIMESTAMP~&~	~&~ACCT_CITY_NM::VARCHAR~&~	~&~ACCT_STATE_CD::VARCHAR~&~	~&~ACCT_STREET_ADDR::VARCHAR~&~	~&~ACCT_ZIP_CD::VARCHAR~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ACCT_NBR::VARCHAR~&~	~&~ACCT_CREATE_DT::TIMESTAMP~&~	~&~ACCT_EFFECT_DT::TIMESTAMP~&~	~&~ACCT_EXPIRATION_DT::TIMESTAMP~&~	~&~CONT_FIN_COA_CD::VARCHAR~&~	~&~CONT_ACCOUNT_NBR::VARCHAR~&~	~&~ENDOW_FIN_COA_CD::VARCHAR~&~	~&~ENDOW_ACCOUNT_NBR::VARCHAR~&~	~&~CONTR_CTRL_FCOA_CD::VARCHAR~&~	~&~CONTR_CTRLACCT_NBR::VARCHAR~&~	~&~INCOME_FIN_COA_CD::VARCHAR~&~	~&~INCOME_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_ICR_TYP_CD::VARCHAR~&~	~&~AC_CSTM_ICREXCL_CD::VARCHAR~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~ICR_FIN_COA_CD::VARCHAR~&~	~&~ICR_ACCOUNT_NBR::VARCHAR~&~	~&~ACCT_IN_FP_CD::VARCHAR~&~	~&~BDGT_REC_LVL_CD::VARCHAR~&~	~&~ACCT_SF_CD::VARCHAR~&~	~&~ACCT_PND_SF_CD::VARCHAR~&~	~&~FIN_EXT_ENC_SF_CD::VARCHAR~&~	~&~FIN_INT_ENC_SF_CD::VARCHAR~&~	~&~FIN_PRE_ENC_SF_CD::VARCHAR~&~	~&~FIN_OBJ_PRSCTRL_CD::VARCHAR~&~	~&~CG_CFDA_NBR::VARCHAR~&~	~&~ACCT_OFF_CMP_IND::VARCHAR~&~	~&~ACCT_CLOSED_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'BL'~&~	~&~'2220090'~&~	~&~'014C92B06C1BA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'FAC RES S. BREHM'~&~	~&~'4318506633'~&~	~&~'2802202597'~&~	~&~'4642409981'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'BRYAN HALL'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1073278800000'~&~	~&~'1073278800000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231401'~&~	~&~'014C92B069DEA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'ALBERTS-RIP-PSYCHOLOGY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'Psychology'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'723877200000'~&~	~&~'723877200000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231402'~&~	~&~'014C92B069DFA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'CHAIR'S RESEARCH INITIATIVES'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'Psychology'~&~	~&~'47405-1301'~&~	~&~NULL~&~	~&~NULL~&~	~&~'708843600000'~&~	~&~'800773200000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'L'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231404'~&~	~&~'014C92B069E0A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'BATES-RIP-PSYCHOLOGY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'723877200000'~&~	~&~'723877200000'~&~	~&~'1107147600000'~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231405'~&~	~&~'014C92B069E1A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'FAC RES-BATES-PSYCH'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY 122'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'629614800000'~&~	~&~'629614800000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231406'~&~	~&~'014C92B069E2A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'CHERTKOFF-FAC RES-PSYCH'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'Psychology'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'708843600000'~&~	~&~'708843600000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'L'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231407'~&~	~&~'014C92B069E3A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'BINGHAM-FAC RES-PSYCHOLOGY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'708843600000'~&~	~&~'708843600000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'C'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231408'~&~	~&~'014C92B069E4A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'BUSEY FAC RES PSYCHOLOGY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'N'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'Psychology'~&~	~&~'47405-1301'~&~	~&~'UA'~&~	~&~'6612160'~&~	~&~'772174800000'~&~	~&~'772174800000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~'O'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231409'~&~	~&~'014C92B069E5A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'RES - BOWDLE - PSYCH'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY 120'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'916894800000'~&~	~&~'916894800000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231410'~&~	~&~'014C92B069E6A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'PSYCHOLOGY UNDERGRADUATE RESEARCH'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'1793008100'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'845528400000'~&~	~&~'845528400000'~&~	~&~'920869200000'~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231411'~&~	~&~'014C92B069E7A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'FAC RES - ESTES - PSY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY 122'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'932101200000'~&~	~&~'932101200000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231412'~&~	~&~'014C92B069E8A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'HOLTZWORTH-MUNROE A FAC RES'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'Psychology'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'723877200000'~&~	~&~'723877200000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231413'~&~	~&~'014C92B069E9A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'PSYCHOLOGY MINORITY RESEARCH'~&~	~&~'1793008100'~&~	~&~'3889504703'~&~	~&~'6110703327'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY'~&~	~&~'47405-1301'~&~	~&~NULL~&~	~&~NULL~&~	~&~'631170000000'~&~	~&~'631170000000'~&~	~&~'890024400000'~&~	~&~'BL'~&~	~&~'1031499'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'C'~&~	~&~'C'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231414'~&~	~&~'014C92B069EAA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'COHEN-FAC RES-PSYCHOLOGY'~&~	~&~'3889504703'~&~	~&~'3792801722'~&~	~&~NULL~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'N'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY 122'~&~	~&~'47405-1301'~&~	~&~'UA'~&~	~&~'6612160'~&~	~&~'708930000000'~&~	~&~'708930000000'~&~	~&~'821682000000'~&~	~&~'BL'~&~	~&~'1031499'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231415'~&~	~&~'014C92B069EBA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'CRAIG-RIP-PSYCHOLOGY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'Psychology'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'723877200000'~&~	~&~'723877200000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'A'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231416'~&~	~&~'014C92B069ECA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'FAC RES - FROMMER - PSYCHOLOGY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'Psychology'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'708930000000'~&~	~&~'708930000000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231419'~&~	~&~'014C92B06BD1A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'FAC RES - GOLD - PSYCHOLOGY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSY 124'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'994654800000'~&~	~&~'994654800000'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231423'~&~	~&~'014C92B069EDA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'HETRICK - FAC RES - PSYCH'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY 120'~&~	~&~'47405'~&~	~&~NULL~&~	~&~NULL~&~	~&~'922942800000'~&~	~&~'922942800000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231424'~&~	~&~'014C92B069EEA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'FARLEY-FAC RES-PSYCHOLOGY'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'Psychology'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'744267600000'~&~	~&~'744267600000'~&~	~&~NULL~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231425'~&~	~&~'014C92B069EFA16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'FAC RES-FAZIO-PSYCH'~&~	~&~'4318506633'~&~	~&~'3889504703'~&~	~&~'4318506633'~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY 122'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'662360400000'~&~	~&~'662360400000'~&~	~&~'1017291600000'~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'N'~&~	~&~]RECORD
RECORD[~&~	~&~'BL'~&~	~&~'2231426'~&~	~&~'014C92B069F0A16EE043814FD881A16E'~&~	~&~'1'~&~	~&~'FAZIO-RIP-PSYCHOLOGY'~&~	~&~'3889504703'~&~	~&~'6207703270'~&~	~&~NULL~&~	~&~'PSY'~&~	~&~'NA'~&~	~&~'BL'~&~	~&~'DFRES'~&~	~&~'Y'~&~	~&~'IPR'~&~	~&~'U'~&~	~&~NULL~&~	~&~'BLOOMINGTON'~&~	~&~'IN'~&~	~&~'PSYCHOLOGY'~&~	~&~'47405-1301'~&~	~&~'IU'~&~	~&~NULL~&~	~&~'723877200000'~&~	~&~'723877200000'~&~	~&~'1017118800000'~&~	~&~'BL'~&~	~&~'2331489'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'BL'~&~	~&~'1023287'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'N'~&~	~&~'O'~&~	~&~'H'~&~	~&~'Y'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~'N'~&~	~&~NULL~&~	~&~'N'~&~	~&~'Y'~&~	~&~]RECORD
