HEADER[~&~	~&~ROLE_MBR_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~ROLE_ID::VARCHAR~&~	~&~MBR_ID::VARCHAR~&~	~&~MBR_TYP_CD::CHAR~&~	~&~ACTV_FRM_DT::TIMESTAMP~&~	~&~ACTV_TO_DT::TIMESTAMP~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS1004'~&~	~&~'1'~&~	~&~'KFS1004'~&~	~&~'26'~&~	~&~'C000000009'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1005'~&~	~&~'1'~&~	~&~'KFS1005'~&~	~&~'26'~&~	~&~'C000000010'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1006'~&~	~&~'1'~&~	~&~'KFS1006'~&~	~&~'26'~&~	~&~'D000000006'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1007'~&~	~&~'1'~&~	~&~'KFS1007'~&~	~&~'26'~&~	~&~'D000000007'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1008'~&~	~&~'1'~&~	~&~'KFS1008'~&~	~&~'26'~&~	~&~'D000000008'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1009'~&~	~&~'1'~&~	~&~'KFS1009'~&~	~&~'26'~&~	~&~'D000000009'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS101'~&~	~&~'1'~&~	~&~'KFS101'~&~	~&~'54'~&~	~&~'4287502068'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1010'~&~	~&~'1'~&~	~&~'KFS1010'~&~	~&~'26'~&~	~&~'D000000010'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1011'~&~	~&~'1'~&~	~&~'KFS1011'~&~	~&~'26'~&~	~&~'H000000006'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1012'~&~	~&~'1'~&~	~&~'KFS1012'~&~	~&~'26'~&~	~&~'H000000007'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1013'~&~	~&~'1'~&~	~&~'KFS1013'~&~	~&~'26'~&~	~&~'H000000008'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1014'~&~	~&~'1'~&~	~&~'KFS1014'~&~	~&~'26'~&~	~&~'H000000009'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1015'~&~	~&~'1'~&~	~&~'KFS1015'~&~	~&~'26'~&~	~&~'H000000010'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1016'~&~	~&~'1'~&~	~&~'KFS1016'~&~	~&~'26'~&~	~&~'I000000006'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1017'~&~	~&~'1'~&~	~&~'KFS1017'~&~	~&~'26'~&~	~&~'I000000007'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1018'~&~	~&~'1'~&~	~&~'KFS1018'~&~	~&~'26'~&~	~&~'I000000008'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1019'~&~	~&~'1'~&~	~&~'KFS1019'~&~	~&~'26'~&~	~&~'I000000009'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS102'~&~	~&~'1'~&~	~&~'KFS102'~&~	~&~'54'~&~	~&~'1184605262'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1020'~&~	~&~'1'~&~	~&~'KFS1020'~&~	~&~'26'~&~	~&~'I000000010'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1021'~&~	~&~'1'~&~	~&~'KFS1021'~&~	~&~'26'~&~	~&~'M000000006'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1022'~&~	~&~'1'~&~	~&~'KFS1022'~&~	~&~'26'~&~	~&~'M000000007'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1023'~&~	~&~'1'~&~	~&~'KFS1023'~&~	~&~'26'~&~	~&~'M000000008'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1024'~&~	~&~'1'~&~	~&~'KFS1024'~&~	~&~'26'~&~	~&~'M000000009'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1025'~&~	~&~'1'~&~	~&~'KFS1025'~&~	~&~'26'~&~	~&~'M000000010'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1026'~&~	~&~'1'~&~	~&~'KFS1026'~&~	~&~'26'~&~	~&~'U000000006'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10268'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-002'~&~	~&~'KFS10262'~&~	~&~'6162502038'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10269'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-003'~&~	~&~'KFS10263'~&~	~&~'6162502038'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1027'~&~	~&~'1'~&~	~&~'KFS1027'~&~	~&~'26'~&~	~&~'U000000007'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10270'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-005'~&~	~&~'KFS10255'~&~	~&~'2599004561'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10271'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-006'~&~	~&~'KFS10257'~&~	~&~'1860205280'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10272'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-008'~&~	~&~'KFS10258'~&~	~&~'1325700900'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10273'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-009'~&~	~&~'KFS10261'~&~	~&~'1271001025'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10274'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-010'~&~	~&~'KFS10264'~&~	~&~'A000000008'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10275'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-011'~&~	~&~'KFS10265'~&~	~&~'A000000005'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10276'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-012'~&~	~&~'KFS10268'~&~	~&~'3002005569'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10277'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-015'~&~	~&~'KFS10266'~&~	~&~'A000000005'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10278'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-016'~&~	~&~'KFS10266'~&~	~&~'5472506840'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10279'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-017'~&~	~&~'KFS10266'~&~	~&~'2905401709'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1028'~&~	~&~'1'~&~	~&~'KFS1028'~&~	~&~'26'~&~	~&~'U000000008'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10280'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-018'~&~	~&~'KFS10266'~&~	~&~'4161901639'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10281'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-019'~&~	~&~'KFS10266'~&~	~&~'4052406505'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1029'~&~	~&~'1'~&~	~&~'KFS1029'~&~	~&~'26'~&~	~&~'U000000009'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS103'~&~	~&~'1'~&~	~&~'KFS103'~&~	~&~'54'~&~	~&~'2329509434'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1030'~&~	~&~'1'~&~	~&~'KFS1030'~&~	~&~'26'~&~	~&~'U000000010'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1032'~&~	~&~'1'~&~	~&~'KFS1032'~&~	~&~'26'~&~	~&~'6219408423'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1034'~&~	~&~'1'~&~	~&~'KFS1034'~&~	~&~'29'~&~	~&~'5025501749'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1035'~&~	~&~'1'~&~	~&~'KFS1035'~&~	~&~'31'~&~	~&~'1312601202'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1036'~&~	~&~'1'~&~	~&~'KFS1036'~&~	~&~'34'~&~	~&~'2595106260'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1037'~&~	~&~'1'~&~	~&~'KFS1037'~&~	~&~'35'~&~	~&~'5267600242'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1038'~&~	~&~'1'~&~	~&~'KFS1038'~&~	~&~'35'~&~	~&~'2937208570'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1039'~&~	~&~'1'~&~	~&~'KFS1039'~&~	~&~'38'~&~	~&~'4936104131'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS104'~&~	~&~'1'~&~	~&~'KFS104'~&~	~&~'54'~&~	~&~'3247002806'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1040'~&~	~&~'1'~&~	~&~'KFS1040'~&~	~&~'38'~&~	~&~'4663701472'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1041'~&~	~&~'1'~&~	~&~'KFS1041'~&~	~&~'38'~&~	~&~'3593407588'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1042'~&~	~&~'1'~&~	~&~'KFS1042'~&~	~&~'38'~&~	~&~'6162502038'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1043'~&~	~&~'1'~&~	~&~'KFS1043'~&~	~&~'38'~&~	~&~'2615708929'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10433'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-020'~&~	~&~'51'~&~	~&~'6162502038'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10434'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-021'~&~	~&~'54'~&~	~&~'1817304397'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1044'~&~	~&~'1'~&~	~&~'KFS1044'~&~	~&~'38'~&~	~&~'4553801458'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1045'~&~	~&~'1'~&~	~&~'KFS1045'~&~	~&~'38'~&~	~&~'2459709799'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1046'~&~	~&~'1'~&~	~&~'KFS1046'~&~	~&~'40'~&~	~&~'1959008511'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1047'~&~	~&~'1'~&~	~&~'KFS1047'~&~	~&~'40'~&~	~&~'3098006714'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1048'~&~	~&~'1'~&~	~&~'KFS1048'~&~	~&~'40'~&~	~&~'4189500212'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1049'~&~	~&~'1'~&~	~&~'KFS1049'~&~	~&~'40'~&~	~&~'3736906932'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS105'~&~	~&~'1'~&~	~&~'KFS105'~&~	~&~'54'~&~	~&~'4205601851'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1050'~&~	~&~'1'~&~	~&~'KFS1050'~&~	~&~'40'~&~	~&~'5642104006'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1051'~&~	~&~'1'~&~	~&~'KFS1051'~&~	~&~'40'~&~	~&~'5430509566'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1052'~&~	~&~'1'~&~	~&~'KFS1052'~&~	~&~'40'~&~	~&~'5631302174'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1053'~&~	~&~'1'~&~	~&~'KFS1053'~&~	~&~'40'~&~	~&~'5335901264'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1054'~&~	~&~'1'~&~	~&~'KFS1054'~&~	~&~'40'~&~	~&~'2129506255'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1055'~&~	~&~'1'~&~	~&~'KFS1055'~&~	~&~'40'~&~	~&~'4664304215'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1056'~&~	~&~'1'~&~	~&~'KFS1056'~&~	~&~'40'~&~	~&~'4655304196'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1057'~&~	~&~'1'~&~	~&~'KFS1057'~&~	~&~'40'~&~	~&~'2691706557'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1058'~&~	~&~'1'~&~	~&~'KFS1058'~&~	~&~'40'~&~	~&~'2250505415'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1059'~&~	~&~'1'~&~	~&~'KFS1059'~&~	~&~'40'~&~	~&~'1308508136'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS106'~&~	~&~'1'~&~	~&~'KFS106'~&~	~&~'54'~&~	~&~'3420502200'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1060'~&~	~&~'1'~&~	~&~'KFS1060'~&~	~&~'40'~&~	~&~'1769006523'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1061'~&~	~&~'1'~&~	~&~'KFS1061'~&~	~&~'40'~&~	~&~'1516803729'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1062'~&~	~&~'1'~&~	~&~'KFS1062'~&~	~&~'40'~&~	~&~'2753204360'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1063'~&~	~&~'1'~&~	~&~'KFS1063'~&~	~&~'40'~&~	~&~'6156606070'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1064'~&~	~&~'1'~&~	~&~'KFS1064'~&~	~&~'40'~&~	~&~'6012204256'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1065'~&~	~&~'1'~&~	~&~'KFS1065'~&~	~&~'40'~&~	~&~'2341000360'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1066'~&~	~&~'1'~&~	~&~'KFS1066'~&~	~&~'40'~&~	~&~'3546008326'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1067'~&~	~&~'1'~&~	~&~'KFS1067'~&~	~&~'40'~&~	~&~'6208601267'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1068'~&~	~&~'1'~&~	~&~'KFS1068'~&~	~&~'40'~&~	~&~'4965407189'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1069'~&~	~&~'1'~&~	~&~'KFS1069'~&~	~&~'40'~&~	~&~'5989900763'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10693'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-022'~&~	~&~'KFS10686'~&~	~&~'4445203670'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS107'~&~	~&~'1'~&~	~&~'KFS107'~&~	~&~'54'~&~	~&~'3909900391'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1070'~&~	~&~'1'~&~	~&~'KFS1070'~&~	~&~'40'~&~	~&~'1638600687'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10702'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-023'~&~	~&~'KFS10256'~&~	~&~'2557302698'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1071'~&~	~&~'1'~&~	~&~'KFS1071'~&~	~&~'40'~&~	~&~'4146202628'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1072'~&~	~&~'1'~&~	~&~'KFS1072'~&~	~&~'40'~&~	~&~'6126708165'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1073'~&~	~&~'1'~&~	~&~'KFS1073'~&~	~&~'40'~&~	~&~'4766504540'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1074'~&~	~&~'1'~&~	~&~'KFS1074'~&~	~&~'40'~&~	~&~'2059604038'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1075'~&~	~&~'1'~&~	~&~'KFS1075'~&~	~&~'40'~&~	~&~'2580507812'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1076'~&~	~&~'1'~&~	~&~'KFS1076'~&~	~&~'40'~&~	~&~'4505504841'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1077'~&~	~&~'1'~&~	~&~'KFS1077'~&~	~&~'40'~&~	~&~'5873409408'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1078'~&~	~&~'1'~&~	~&~'KFS1078'~&~	~&~'40'~&~	~&~'1462106196'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1079'~&~	~&~'1'~&~	~&~'KFS1079'~&~	~&~'40'~&~	~&~'3373403412'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS10795'~&~	~&~'1'~&~	~&~'KFS-TEM-ROLE-MBR-024'~&~	~&~'KFS10712'~&~	~&~'6162502038'~&~	~&~'P'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
