HEADER[~&~	~&~ROLE_MBR_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~ROLE_ID::VARCHAR~&~	~&~MBR_ID::VARCHAR~&~	~&~MBR_TYP_CD::CHAR~&~	~&~ACTV_FRM_DT::TIMESTAMP~&~	~&~ACTV_TO_DT::TIMESTAMP~&~	~&~LAST_UPDT_DT::TIMESTAMP~&~	~&~]HEADER
RECORD[~&~	~&~'KFS1313'~&~	~&~'1'~&~	~&~'KFS1313'~&~	~&~'35'~&~	~&~'46'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1314'~&~	~&~'1'~&~	~&~'KFS1314'~&~	~&~'44'~&~	~&~'45'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1315'~&~	~&~'1'~&~	~&~'KFS1315'~&~	~&~'44'~&~	~&~'31'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1316'~&~	~&~'1'~&~	~&~'KFS1316'~&~	~&~'44'~&~	~&~'35'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1317'~&~	~&~'1'~&~	~&~'KFS1317'~&~	~&~'44'~&~	~&~'38'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1318'~&~	~&~'1'~&~	~&~'KFS1318'~&~	~&~'44'~&~	~&~'29'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1319'~&~	~&~'1'~&~	~&~'KFS1319'~&~	~&~'44'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1324'~&~	~&~'1'~&~	~&~'KFS1324'~&~	~&~'63'~&~	~&~'51'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1325'~&~	~&~'1'~&~	~&~'KFS1325'~&~	~&~'44'~&~	~&~'36'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1326'~&~	~&~'1'~&~	~&~'KFS1326'~&~	~&~'18'~&~	~&~'20'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1327'~&~	~&~'1'~&~	~&~'KFS1327'~&~	~&~'18'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1328'~&~	~&~'1'~&~	~&~'KFS1328'~&~	~&~'18'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1329'~&~	~&~'1'~&~	~&~'KFS1329'~&~	~&~'18'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1330'~&~	~&~'1'~&~	~&~'KFS1330'~&~	~&~'18'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1331'~&~	~&~'1'~&~	~&~'KFS1331'~&~	~&~'18'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1332'~&~	~&~'1'~&~	~&~'KFS1332'~&~	~&~'18'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1333'~&~	~&~'1'~&~	~&~'KFS1333'~&~	~&~'18'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1334'~&~	~&~'1'~&~	~&~'KFS1334'~&~	~&~'18'~&~	~&~'47'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1337'~&~	~&~'1'~&~	~&~'KFS1337'~&~	~&~'56'~&~	~&~'22'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1338'~&~	~&~'1'~&~	~&~'KFS1338'~&~	~&~'81'~&~	~&~'36'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1339'~&~	~&~'1'~&~	~&~'KFS1339'~&~	~&~'28'~&~	~&~'36'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1340'~&~	~&~'1'~&~	~&~'KFS1340'~&~	~&~'81'~&~	~&~'65'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1341'~&~	~&~'1'~&~	~&~'KFS1341'~&~	~&~'81'~&~	~&~'65'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1342'~&~	~&~'1'~&~	~&~'KFS1342'~&~	~&~'81'~&~	~&~'65'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1343'~&~	~&~'1'~&~	~&~'KFS1343'~&~	~&~'81'~&~	~&~'65'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1344'~&~	~&~'1'~&~	~&~'KFS1344'~&~	~&~'81'~&~	~&~'65'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1345'~&~	~&~'1'~&~	~&~'KFS1345'~&~	~&~'8'~&~	~&~'39'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1348'~&~	~&~'1'~&~	~&~'KFS1348'~&~	~&~'70'~&~	~&~'22'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1349'~&~	~&~'1'~&~	~&~'KFS1349'~&~	~&~'70'~&~	~&~'16'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1351'~&~	~&~'1'~&~	~&~'KFS1351'~&~	~&~'5'~&~	~&~'34'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1352'~&~	~&~'1'~&~	~&~'KFS1352'~&~	~&~'6'~&~	~&~'35'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1354'~&~	~&~'1'~&~	~&~'KFS1354'~&~	~&~'26'~&~	~&~'25'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1355'~&~	~&~'1'~&~	~&~'KFS1355'~&~	~&~'44'~&~	~&~'53'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1602'~&~	~&~'1'~&~	~&~'KFS1602'~&~	~&~'75'~&~	~&~'41'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1603'~&~	~&~'1'~&~	~&~'KFS1603'~&~	~&~'75'~&~	~&~'81'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1604'~&~	~&~'1'~&~	~&~'KFS1604'~&~	~&~'80'~&~	~&~'41'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1605'~&~	~&~'1'~&~	~&~'KFS1605'~&~	~&~'80'~&~	~&~'81'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1606'~&~	~&~'1'~&~	~&~'KFS1606'~&~	~&~'84'~&~	~&~'22'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1607'~&~	~&~'1'~&~	~&~'KFS1607'~&~	~&~'84'~&~	~&~'26'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1608'~&~	~&~'1'~&~	~&~'KFS1608'~&~	~&~'84'~&~	~&~'27'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1609'~&~	~&~'1'~&~	~&~'KFS1609'~&~	~&~'84'~&~	~&~'85'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1610'~&~	~&~'1'~&~	~&~'KFS1610'~&~	~&~'84'~&~	~&~'54'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1611'~&~	~&~'1'~&~	~&~'KFS1611'~&~	~&~'84'~&~	~&~'32'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1640'~&~	~&~'1'~&~	~&~'KFS1640'~&~	~&~'20'~&~	~&~'19'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1655'~&~	~&~'1'~&~	~&~'KFS1655'~&~	~&~'53'~&~	~&~'37'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1703'~&~	~&~'1'~&~	~&~'KFS1703'~&~	~&~'44'~&~	~&~'50'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFS1704'~&~	~&~'1'~&~	~&~'KFS1704'~&~	~&~'44'~&~	~&~'96'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI4553-3'~&~	~&~'1'~&~	~&~'KFSMI4553-3'~&~	~&~'KFSMI4553-2'~&~	~&~'56'~&~	~&~'R'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~]RECORD
